Index	Title	Pmid	PubYear	LastAuthor	ArticleID	TableID	NeuronName	NeuronLongName	NeuronPrefName	NeuroNERAnnots	BrainRegion	MetadataCurated	Species	Strain	ElectrodeType	PrepType	JxnPotential	JxnOffset	RecTemp	AnimalAge	AnimalWeight	FlagSoln	ExternalSolution	ExternalSolution_conf	external_0_Mg	external_0_Ca	external_0_Na	external_0_Cl	external_0_K	external_0_pH	InternalSolution	InternalSolution_conf	internal_0_Mg	internal_0_Ca	internal_0_Na	internal_0_Cl	internal_0_K	internal_0_pH	MetadataNote	TableNote	rin	rin_raw	rin_err	rin_n	rin_sd	rin_note	rmp	rmp_raw	rmp_err	rmp_n	rmp_sd	rmp_note	apthr	apthr_raw	apthr_err	apthr_n	apthr_sd	apthr_note	apamp	apamp_raw	apamp_err	apamp_n	apamp_sd	apamp_note	aphw	aphw_raw	aphw_err	aphw_n	aphw_sd	aphw_note	tau	tau_raw	tau_err	tau_n	tau_sd	tau_note	ahpamp	ahpamp_raw	ahpamp_err	ahpamp_n	ahpamp_sd	ahpamp_note	cap	cap_raw	cap_err	cap_n	cap_sd	cap_note	apwidth	apwidth_raw	apwidth_err	apwidth_n	apwidth_sd	apwidth_note	apfreq	apfreq_raw	apfreq_err	apfreq_n	apfreq_sd	apfreq_note	rheo	rheo_raw	rheo_err	rheo_n	rheo_sd	rheo_note	ahpdur	ahpdur_raw	ahpdur_err	ahpdur_n	ahpdur_sd	ahpdur_note	sagratio	sagratio_raw	sagratio_err	sagratio_n	sagratio_sd	sagratio_note	maxfreq	maxfreq_raw	maxfreq_err	maxfreq_n	maxfreq_sd	maxfreq_note	apriseslope	apriseslope_raw	apriseslope_err	apriseslope_n	apriseslope_sd	apriseslope_note	fahpamp	fahpamp_raw	fahpamp_err	fahpamp_n	fahpamp_sd	fahpamp_note	spontfreq	spontfreq_raw	spontfreq_err	spontfreq_n	spontfreq_sd	spontfreq_note	appeak	appeak_raw	appeak_err	appeak_n	appeak_sd	appeak_note	apriset	apriset_raw	apriset_err	apriset_n	apriset_sd	apriset_note	apdecayslope	apdecayslope_raw	apdecayslope_err	apdecayslope_n	apdecayslope_sd	apdecayslope_note	apdelay	apdelay_raw	apdelay_err	apdelay_n	apdelay_sd	apdelay_note	fislope	fislope_raw	fislope_err	fislope_n	fislope_sd	fislope_note	adratio	adratio_raw	adratio_err	adratio_n	adratio_sd	adratio_note	apamprest	apamprest_raw	apamprest_err	apamprest_n	apamprest_sd	apamprest_note	other	other_raw	other_err	other_n	other_sd	other_note	sagamp	sagamp_raw	sagamp_err	sagamp_n	sagamp_sd	sagamp_note	sahpamp	sahpamp_raw	sahpamp_err	sahpamp_n	sahpamp_sd	sahpamp_note	apdecayt	apdecayt_raw	apdecayt_err	apdecayt_n	apdecayt_sd	apdecayt_note	accres	accres_raw	accres_err	accres_n	accres_sd	accres_note	adratioinv	adratioinv_raw	adratioinv_err	adratioinv_n	adratioinv_sd	adratioinv_note	adpamp	adpamp_raw	adpamp_err	adpamp_n	adpamp_sd	adpamp_note	ahpamprest	ahpamprest_raw	ahpamprest_err	ahpamprest_n	ahpamprest_sd	ahpamprest_note	mahpamp	mahpamp_raw	mahpamp_err	mahpamp_n	mahpamp_sd	mahpamp_note	fahpdur	fahpdur_raw	fahpdur_err	fahpdur_n	fahpdur_sd	fahpdur_note	ahpvolt	ahpvolt_raw	ahpvolt_err	ahpvolt_n	ahpvolt_sd	ahpvolt_note	sahpdur	sahpdur_raw	sahpdur_err	sahpdur_n	sahpdur_sd	sahpdur_note	celldiam	celldiam_raw	celldiam_err	celldiam_n	celldiam_sd	celldiam_note	adpctother	adpctother_raw	adpctother_err	adpctother_n	adpctother_sd	adpctother_note	adpct	adpct_raw	adpct_err	adpct_n	adpct_sd	adpct_note	adpctminus	adpctminus_raw	adpctminus_err	adpctminus_n	adpctminus_sd	adpctminus_note	surfarea	surfarea_raw	surfarea_err	surfarea_n	surfarea_sd	surfarea_note	mahpdur	mahpdur_raw	mahpdur_err	mahpdur_n	mahpdur_sd	mahpdur_note	adratiominus	adratiominus_raw	adratiominus_err	adratiominus_n	adratiominus_sd	adratiominus_note	adpctinv	adpctinv_raw	adpctinv_err	adpctinv_n	adpctinv_sd	adpctinv_note	adpdur	adpdur_raw	adpdur_err	adpdur_n	adpdur_sd	adpdur_note	fahpvolt	fahpvolt_raw	fahpvolt_err	fahpvolt_n	fahpvolt_sd	fahpvolt_note	mahpamprest	mahpamprest_raw	mahpamprest_err	mahpamprest_n	mahpamprest_sd	mahpamprest_note	apamptrough	apamptrough_raw	apamptrough_err	apamptrough_n	apamptrough_sd	apamptrough_note	sahpamprest	sahpamprest_raw	sahpamprest_err	sahpamprest_n	sahpamprest_sd	sahpamprest_note	fahpamprest	fahpamprest_raw	fahpamprest_err	fahpamprest_n	fahpamprest_sd	fahpamprest_note	sahpvolt	sahpvolt_raw	sahpvolt_err	sahpvolt_n	sahpvolt_sd	sahpvolt_note	mahpvolt	mahpvolt_raw	mahpvolt_err	mahpvolt_n	mahpvolt_sd	mahpvolt_note
1422	Three Types of Cortical Layer 5 Neurons That Differ in Brain-wide Connectivity and Function.	26671462	2015	Callaway EM	93142	48877.0	Neocortex pyramidal cell layer 5-6	Visual cortex layer 5 Tlx3-expressing corticocortical regular spiking slender-tufted pyramidal neuron	Visual cortex layer 5 Tlx3-expressing corticocortical regular spiking slender-tufted pyramidal neuron	[ABA_REGION:669, HBP_LAYER:0000005, NCBI_GENE:27140, HBP_PROJECTION:7323, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000015, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]	Isocortex	True	Mice	Mice, Transgenic	Patch-clamp	in vitro	Unreported		22.0	37.4165738677			"Slices were transferred to a recording chamber where they were submerged in
oxygenated ACSF containing (in mM) 125 NaCl, 2.5 KCl, 25 NaHCO , 1.25 KH2PO4 , 1 MgSO4 , 20 D-(+)-glucose, 2 CaCl and containing the following synaptic blockers (in Î¼M): 50 DL-2-amino-5-phosphonopentanoic acid (DL-AP5, Tocris Bioscience), 20 6-cyano-7-nitroquinoxaline-2,3-dione disodium (CNQX, Tocris Bioscience)"	5.0	1.0	2.0	156.0	129.5	3.75		"Glass recording electrode (3-5 MÎ© resistances) was filled with intracellular solution containing
(in mM) 130 K-gluconate, 7 KCl, 0.5 EGTA, 5 Tris-Phosphocreatine, 4 Mg-ATP, 0.3
Na-GTP, 10 HEPES, and 0.3% biocytin (pH 7.3)."	5.0	4.0		0.3	7.0	137.0	7.3			120.908	120.908	6.678	17.0	27.5340993679		-65.67	-65.67	2.02	16.0	8.08								74.52	74.52	2.96	17.0	12.2043926518		2.8	2.8	0.47	17.0	1.93785964404														26.3	26.3	1.907	6.0	4.67117693949																										0.0657	6.57	0.0088	16.0	0.0352																																	162.4				Parsing failed to normalize ephys data																			0.026	0.026	0.003	17.0	0.0123693168769	method of calculation not reported													2.46	2.46	0.37	16.0	1.48									-35.25				Parsing failed to normalize ephys data																																																							0.568	0.568	0.024	17.0	0.0989545350148	ISI_first / ISI_mean_at_steady_state																																																																																				
1423	Three Types of Cortical Layer 5 Neurons That Differ in Brain-wide Connectivity and Function.	26671462	2015	Callaway EM	93142	48877.0	Neocortex pyramidal cell layer 5-6	visual cortex layer 5 Efr3a-expressing corticocortical cortico-nonstriatal projecting regular spiking slender-tufted pyramidal neuron	visual cortex layer 5 Efr3a-expressing corticocortical cortico-nonstriatal projecting regular spiking slender-tufted pyramidal neuron	[ABA_REGION:669, HBP_LAYER:0000005, NCBI_GENE:76740, HBP_PROJECTION:7323, Missing:cortico-nonstriatal projecting, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000015, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]	Isocortex	True	Mice	Mice, Transgenic	Patch-clamp	in vitro	Unreported		22.0	37.4165738677			"Slices were transferred to a recording chamber where they were submerged in
oxygenated ACSF containing (in mM) 125 NaCl, 2.5 KCl, 25 NaHCO , 1.25 KH2PO4 , 1 MgSO4 , 20 D-(+)-glucose, 2 CaCl and containing the following synaptic blockers (in Î¼M): 50 DL-2-amino-5-phosphonopentanoic acid (DL-AP5, Tocris Bioscience), 20 6-cyano-7-nitroquinoxaline-2,3-dione disodium (CNQX, Tocris Bioscience)"	5.0	1.0	2.0	156.0	129.5	3.75		"Glass recording electrode (3-5 MÎ© resistances) was filled with intracellular solution containing
(in mM) 130 K-gluconate, 7 KCl, 0.5 EGTA, 5 Tris-Phosphocreatine, 4 Mg-ATP, 0.3
Na-GTP, 10 HEPES, and 0.3% biocytin (pH 7.3)."	5.0	4.0		0.3	7.0	137.0	7.3			263.372	263.372	52.722	9.0	158.166		-57.29	-57.29	1.38	9.0	4.14								68.32	68.32	3.89	9.0	11.67		2.35	2.35	0.25	9.0	0.75														19.77	19.77	3.348	7.0	8.85797538944																										0.2093	20.93	0.0205	9.0	0.0615																																	119.5				Parsing failed to normalize ephys data																			0.03	0.03	0.009	9.0	0.027	method of calculation not reported													11.6	11.6	1.07	9.0	3.21									-32.14				Parsing failed to normalize ephys data																																																							0.443	0.443	0.086	9.0	0.258	ISI_first / ISI_mean_at_steady_state																																																																																				
1424	Three Types of Cortical Layer 5 Neurons That Differ in Brain-wide Connectivity and Function.	26671462	2015	Callaway EM	93142	48877.0	Neocortex pyramidal cell layer 5-6	visual cortex layer 5 Glt25d2-expressing corticopontine intrinsically bursting thick-tufted pyramidal neuron	visual cortex layer 5 Glt25d2-expressing corticopontine intrinsically bursting thick-tufted pyramidal neuron	[ABA_REGION:669, HBP_LAYER:0000005, NCBI_GENE:269132, ABA_REGION:1003, HBP_EPHYS:0000040, HBP_EPHYS_TRIGGER:0000005, HBP_MORPHOLOGY:0000014, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]	Isocortex	True	Mice	Mice, Transgenic	Patch-clamp	in vitro	Unreported		22.0	37.4165738677			"Slices were transferred to a recording chamber where they were submerged in
oxygenated ACSF containing (in mM) 125 NaCl, 2.5 KCl, 25 NaHCO , 1.25 KH2PO4 , 1 MgSO4 , 20 D-(+)-glucose, 2 CaCl and containing the following synaptic blockers (in Î¼M): 50 DL-2-amino-5-phosphonopentanoic acid (DL-AP5, Tocris Bioscience), 20 6-cyano-7-nitroquinoxaline-2,3-dione disodium (CNQX, Tocris Bioscience)"	5.0	1.0	2.0	156.0	129.5	3.75		"Glass recording electrode (3-5 MÎ© resistances) was filled with intracellular solution containing
(in mM) 130 K-gluconate, 7 KCl, 0.5 EGTA, 5 Tris-Phosphocreatine, 4 Mg-ATP, 0.3
Na-GTP, 10 HEPES, and 0.3% biocytin (pH 7.3)."	5.0	4.0		0.3	7.0	137.0	7.3			146.365	146.365	14.527	11.0	48.1806083295		-60.68	-60.68	1.55	9.0	4.65								73.22	73.22	2.32	11.0	7.69456951362		2.48	2.48	0.22	11.0	0.729657453878														159.4	159.4	18.49	5.0	41.344896904																										0.2219	22.19	0.0134	9.0	0.0402																																	123.54				Parsing failed to normalize ephys data																			0.036	0.036	0.007	11.0	0.0232163735325	method of calculation not reported													10.99	10.99	1.57	9.0	4.71									-29.92				Parsing failed to normalize ephys data																																																							0.197	0.197	0.024	11.0	0.0795989949685	ISI_first / ISI_mean_at_steady_state																																																																																				
1170	Rac1 and rac3 GTPases control synergistically the development of cortical and hippocampal GABAergic interneurons.	23258346	2014	de Curtis I	88539	36200.0	Hippocampus CA3 pyramidal cell		Hippocampus CA3 pyramidal cell	[ABA_REGION:463, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]	Hippocampal formation	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		24.0	12.9614813968			Transversal 350-Î¼m-thick slices (Stoop and Pralong 2000) were transferred to an incubation chamber filled with carboxygenated (95% O2, 5% CO2) artificial cerebrospinal fluid (aCSF) medium (125 mM NaCl, 2.5 mM KCl, 26 mM NaHCO3, 15 mM Glucose, 1.3 mM MgCl2, 2.3 mM CaCl2, 1.25 mM NaH2PO4).	5.0	1.3	2.3	152.25	134.7	2.5		To investigate in current-clamp configuration, the spontaneous excitatory postsynaptic potentials (EPSPs) and the susceptibility to induce ictal epileptiform activity, the following intracellular solution was used: 130 mM k-gluconate, 4 mM NaCl, 2 mM MgCl2, 1 mM EGTA, 5 mM creatine phosphate, 2 mM Na2ATP, 0.3 mM Na3GTP, 10 mM HEPES-KOH, pH 7.3.	5.0	2.0		18.9	8.0	140.0	7.3			462.0	462.0	40.0	17.0	164.924225025		-72.1	-72.1	2.3	17.0	9.48314293892		-54.2	-54.2	1.5	17.0	6.18465843843		83.0	83.0	2.7	17.0	11.1323851892								56.0	56.0	4.8	17.0	19.790907003								86.1	86.1	4.1	17.0	16.904733065		2.0	2.0	0.1	17.0	0.412310562562																																																																																																																																																																																																																																																																			
993	Multiple layer 5 pyramidal cell subtypes relay cortical feedback from secondary to primary motor areas in rats.	23551921	2014	Kawaguchi Y	88453	35997.0	Neocortex pyramidal cell layer 5-6	primary motor cortex corticospinal pyramidal cells	primary motor cortex corticospinal pyramidal cells	[ABA_REGION:985, HBP_PROJECTION:22, HBP_MORPHOLOGY:0000001, NeuronTrigger:cells]	Isocortex	True	Rats	Rats, Wistar	Patch-clamp	in vitro	Not corrected		30.5	20.9045449604			Slices were immersed in a buffered solution containing the following (in mM): 125 NaCl, 2.5 KCl, 2.0 CaCl2, 1.0 MgCl2, 25 NaHCO3, 1.25 NaH2PO4, 10 glucose. This solution was continuously bubbled with a mixture of 95% O2 and 5% CO2. Lactic acid was omitted during recordings.	5.0	1.0	2.0	151.25	133.5	2.5		The pipette solution for current-clamp recording consisted of the following (in mM): 130 potassium gluconate, 2 KCl, 2 MgCl2, 2 Na2ATP, 0.3 GTP, and 10 4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES), with 0.75% biocytin.	5.0	2.0		4.0	6.0	132.0				50.8	50.8	15.5	29.0	15.5		-64.1	-64.1	3.8	29.0	3.8																				13.0	13.0	5.9	29.0	5.9																				24.6	24.6	5.1	29.0	5.1																				106.7	106.7	59.9	29.0	59.9	presented as interspike interval																																																																																																																																																																																																																																				
994	Multiple layer 5 pyramidal cell subtypes relay cortical feedback from secondary to primary motor areas in rats.	23551921	2014	Kawaguchi Y	88453	35997.0	Neocortex pyramidal cell layer 5-6	secondary motor cortex corticospinal pyramidal cells	secondary motor cortex corticospinal pyramidal cells	[ABA_REGION:993, Missing:corticospinal, HBP_MORPHOLOGY:0000001, NeuronTrigger:cells]	Isocortex	True	Rats	Rats, Wistar	Patch-clamp	in vitro	Not corrected		30.5	20.9045449604			Slices were immersed in a buffered solution containing the following (in mM): 125 NaCl, 2.5 KCl, 2.0 CaCl2, 1.0 MgCl2, 25 NaHCO3, 1.25 NaH2PO4, 10 glucose. This solution was continuously bubbled with a mixture of 95% O2 and 5% CO2. Lactic acid was omitted during recordings.	5.0	1.0	2.0	151.25	133.5	2.5		The pipette solution for current-clamp recording consisted of the following (in mM): 130 potassium gluconate, 2 KCl, 2 MgCl2, 2 Na2ATP, 0.3 GTP, and 10 4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES), with 0.75% biocytin.	5.0	2.0		4.0	6.0	132.0				53.8	53.8	14.4	46.0	14.4		-63.8	-63.8	3.1	46.0	3.1																				13.1	13.1	5.6	46.0	5.6																				23.3	23.3	6.0	46.0	6.0																				101.4	101.4	49.4	46.0	49.4	presented as interspike interval																																																																																																																																																																																																																																				
389	Distribution and functional expression of Kv4 family Î± subunits and associated KChIP Î² subunits in the bed nucleus of the stria terminalis.	24037673	2014	Muly EC	91783	45718.0	BNST (ALG)	 BNST anterolateral regular firing neuron	 BNST anterolateral regular firing neuron	[Missing:BNST anterolateral, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neuron]		True	Rats	Rats, Sprague-Dawley	Patch-clamp	in vitro	Unreported		32.0	41.4125584817			Slices were kept in oxygenated âcutting solutionâ at room temperature for 1 hour before transferring to regular artificial cerebrospinal fluid (ACSF) containing (in mM): NaCl (130), NaHCO3 (30), KCl (3.50), KH2PO4 (1.10), MgCl2 (1.30), CaCl2 (2.50), and glucose (10). 	5.0	1.3	2.5	160.0	141.1	4.6		Patch pipettes were pulled from borosilicate glass and had a resistance of 4â6 MÎ©. The recording patch solution had the following composition (in mM): 130 K-gluconate, 2 KCl, 10 HEPES, 3 MgCl2, 2 K-ATP, 0.2 NaGTP, and 5 phosphocreatine, titered to pH 7.3 with KOH, and 290 mOsm.	5.0	3.0		10.2	8.0	134.0	7.3			254.0	254.0	60.0	7.0	158.745078664		-63.9	-63.9	1.4	7.0	3.70405183549		-33.2	-33.2	1.0	7.0	2.64575131106		71.2	71.2	2.9	7.0	7.67267880209		1.12	1.12	0.04	7.0	0.105830052443								3.4		0.5	7.0	1.32287565553																																																		3.4	-3.4	0.5	7.0	1.32287565553														0.45	0.45	0.03	7.0	0.0793725393319																																																		1.1	1.1	0.1	7.0	0.264575131106																																																																																																																																																	
390	Distribution and functional expression of Kv4 family Î± subunits and associated KChIP Î² subunits in the bed nucleus of the stria terminalis.	24037673	2014	Muly EC	91783	45718.0	BNST (ALG)	BNST anterolateral regular firing and burst firing neuron	BNST anterolateral regular firing and burst firing neuron	[Missing:BNST anterolateral, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000004, Missing:and, HBP_EPHYS_TRIGGER:0000005, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neuron]		True	Rats	Rats, Sprague-Dawley	Patch-clamp	in vitro	Unreported		32.0	41.4125584817			Slices were kept in oxygenated âcutting solutionâ at room temperature for 1 hour before transferring to regular artificial cerebrospinal fluid (ACSF) containing (in mM): NaCl (130), NaHCO3 (30), KCl (3.50), KH2PO4 (1.10), MgCl2 (1.30), CaCl2 (2.50), and glucose (10). 	5.0	1.3	2.5	160.0	141.1	4.6		Patch pipettes were pulled from borosilicate glass and had a resistance of 4â6 MÎ©. The recording patch solution had the following composition (in mM): 130 K-gluconate, 2 KCl, 10 HEPES, 3 MgCl2, 2 K-ATP, 0.2 NaGTP, and 5 phosphocreatine, titered to pH 7.3 with KOH, and 290 mOsm.	5.0	3.0		10.2	8.0	134.0	7.3			400.0	400.0	55.0	23.0	263.770733782		-58.3	-58.3	1.1	23.0	5.27541467564		-36.6	-36.6	0.6	23.0	2.87749891399		73.4	73.4	2.6	23.0	12.4691619606		0.95	0.95	0.06	23.0	0.287749891399								7.2		1.7	23.0	8.15291358963																																																		7.2	-7.2	1.7	23.0	8.15291358963														0.38	0.38	0.02	23.0	0.0959166304663																																																		1.0	1.0	0.1	23.0	0.479583152331																																																																																																																																																	
374	Distinct physiological and developmental properties of hippocampal CA2 subfield revealed by using anti-Purkinje cell protein 4 (PCP4) immunostaining.	24166578	2014	Xu X	91866	45942.0	Hippocampus CA3 pyramidal cell	Distal CA3 excitatory pyramidal neuron	Distal CA3 excitatory pyramidal neuron	[Missing:Distal, ABA_REGION:463, Function:excitatory, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]	Hippocampal formation	True	Mice	C57BL	Patch-clamp	in vitro	Unreported		22.0	16.4316767252			Slices were transferred to recording ACSF (in mM: 126 NaCl, 2.5 KCl, 26 NaHCO3, 2 CaCl2, 2 MgCl2, 1.25 NaH2PO4, and 10 glucose).	5.0	2.0	2.0	153.25	136.5	2.5		Patch pipettes (4-6 MÎ© resistance) made of borosilicate glass were filled with an internal solution containing (in mM) 126 K-gluconate, 4 KCl, 10 HEPES, 4 ATP-Mg, 0.3 GTP-Na, and 10 phosphocreatine (pH 7.2, 300-305 mOsm).	5.0	4.0		20.3	4.0	130.0	7.2			191.4	191.4	153.3	20.0	153.3		-59.7	-59.7		20.0									77.6	77.6	11.8	20.0	11.8		2.0	2.0	0.2	20.0	0.2														139.3	139.3	56.5	20.0	56.5								13.6	13.6	6.6	20.0	6.6		92.0	92.0	39.0	20.0	39.0																																																																				0.5	0.5	0.28	20.0	0.28																																19.9	19.9	4.7	20.0	4.7																																																																																																																																											
373	Distinct physiological and developmental properties of hippocampal CA2 subfield revealed by using anti-Purkinje cell protein 4 (PCP4) immunostaining.	24166578	2014	Xu X	91866	45942.0	Hippocampus CA2 pyramidal neuron	Hippocampus CA2 excitatory pyramidal neuron	Hippocampus CA2 excitatory pyramidal neuron	[ABA_REGION:423, Function:excitatory, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]		True	Mice	C57BL	Patch-clamp	in vitro	Unreported		22.0	16.4316767252			Slices were transferred to recording ACSF (in mM: 126 NaCl, 2.5 KCl, 26 NaHCO3, 2 CaCl2, 2 MgCl2, 1.25 NaH2PO4, and 10 glucose).	5.0	2.0	2.0	153.25	136.5	2.5		Patch pipettes (4-6 MÎ© resistance) made of borosilicate glass were filled with an internal solution containing (in mM) 126 K-gluconate, 4 KCl, 10 HEPES, 4 ATP-Mg, 0.3 GTP-Na, and 10 phosphocreatine (pH 7.2, 300-305 mOsm).	5.0	4.0		20.3	4.0	130.0	7.2			136.6	136.6	76.4	14.0	285.86262435		-62.1	-62.1	5.4	14.0	20.2049498886								83.5	83.5	5.6	14.0	20.9532813659		2.7	2.7	0.4	14.0	1.49666295471														98.6	98.6	61.5	14.0	230.111929287								23.9	23.9	4.2	14.0	15.7149610245		52.0	52.0	7.0	14.0	26.1916017074																																																																				0.27	0.27	0.1	14.0	0.374165738677																																23.7	23.7	4.1	14.0	15.3407952858																																																																																																																																											
372	Distinct physiological and developmental properties of hippocampal CA2 subfield revealed by using anti-Purkinje cell protein 4 (PCP4) immunostaining.	24166578	2014	Xu X	91866	45942.0	Hippocampus CA1 pyramidal cell	proximal CA1 pyramidal excitatory neuron	proximal CA1 pyramidal excitatory neuron	[Missing:proximal, ABA_REGION:382, HBP_MORPHOLOGY:0000001, Function:excitatory, NeuronTrigger:neuron]	Hippocampal formation	True	Mice	C57BL	Patch-clamp	in vitro	Unreported		22.0	16.4316767252			Slices were transferred to recording ACSF (in mM: 126 NaCl, 2.5 KCl, 26 NaHCO3, 2 CaCl2, 2 MgCl2, 1.25 NaH2PO4, and 10 glucose).	5.0	2.0	2.0	153.25	136.5	2.5		Patch pipettes (4-6 MÎ© resistance) made of borosilicate glass were filled with an internal solution containing (in mM) 126 K-gluconate, 4 KCl, 10 HEPES, 4 ATP-Mg, 0.3 GTP-Na, and 10 phosphocreatine (pH 7.2, 300-305 mOsm).	5.0	4.0		20.3	4.0	130.0	7.2			156.5	156.5	105.2	14.0	393.622357089		-59.4	-59.4	3.7	14.0	13.8441323311								81.1	81.1	7.2	14.0	26.9399331848		2.6	2.6	0.4	14.0	1.49666295471														83.9	83.9	37.4	14.0	139.937986265								22.7	22.7	2.9	14.0	10.8508064216		61.0	61.0	20.0	14.0	74.8331477355																																																																				0.36	0.36	0.13	14.0	0.486415460281																																24.0	24.0	3.7	14.0	13.8441323311																																																																																																																																											
132	CGRP inhibits neurons of the bed nucleus of the stria terminalis: implications for the regulation of fear and anxiety.	24381268	2014	Pare D	91995	46281.0	BNST (ALG)	Bed nucleus of the stria terminalus anterolateral sector cell	Bed nucleus of the stria terminalus anterolateral sector cell	[Missing:Bed nucleus of the stria terminalus anterolateral sector, NeuronTrigger:cell]		True	Rats	Other	Patch-clamp	in vitro	Not corrected	10.0	32.0	37.0405183549			After abolition of reflexes, they were perfused with an ice-cold solution containing (in mm) as follows: 126 choline chloride, 2.5 KCl, 1 MgCl2, 26 NaHCO3, 1.25 NaH2PO4, 2 CaCl2, 126 mM NaCl for choline chloride, pH 7.2, 300 mOsm	5.0	1.0	2.0	153.25	260.5	2.5	7.2	The intracellular solution contained (in mm): 130 K-gluconate, 10 HEPES, 10 KCl, 2 MgCl2, 2 ATP-Mg, and 0.2 GTP-tris(hydroxymethyl)aminomethane, pH 7.2, 280 mOsm.	5.0	4.0			14.0	140.0	7.2			715.7	715.7	74.1	26.0	377.837345957		-61.5	-61.5	1.5	26.0	7.64852927039		-48.1	-48.1	2.2	26.0	11.2178429299		87.8	87.8	3.0	26.0	15.2970585408		0.48	0.48	0.03	26.0	0.152970585408		46.9	46.9	4.6	26.0	23.4554897625																				0.75	0.75	0.21	26.0	1.07079409785		40.8	40.8	6.1	26.0	31.1040190329																																																								98.2	98.2	13.3	26.0	67.8169595308																																																																																																																																																																																											
740	HâOâ induces delayed hyperexcitability in nucleus tractus solitarii neurons.	24397952	2014	Kline DD	92524	47587.0	Nucleus of the solitary tract intrinsic cell		Nucleus of the solitary tract intrinsic cell	[ABA_REGION:651, HBP_EPHYS:0000040, NeuronTrigger:cell]	Medulla	True	Rats	Rats, Sprague-Dawley	Patch-clamp	in vitro	Not corrected	13.2	31.0	34.292856399			Tissue sections were placed in a superfusion chamber, secured via nylon mesh and superfused at â¼3 mL/min with standard recording aCSF (in mM: 124 NaCl, 3 KCl, 1.2 NaH2PO4, 1.2 MgSO4, 25 NaHCO3, 11 d-glucose and 2 CaCl2, saturated with 95% O2â5% CO2, pH 7.4, â¼300 mOsm) at 31â33 Â°C.	5.0	1.2	2.0	150.2	131.0	3.0	7.4	Electrodes (King Precision Glass, type 8250) were pulled with a Flaming/Brown micropipette puller (Sutter Instruments, Model P-97) and had resistances of 3.0â4.5 MÎ© when filled with standard recording solution (in mM: 10 NaCl, 130 K+ Gluconate, 11 EGTA, 1 CaCl2, 10 HEPES, 1 MgCl2, 2 MgATP, 0.2 NaGTP, pH 7.3, â¼280 mOsm)	5.0	3.0	1.0	10.2	14.0	130.0	7.3		Need a check on the name, translated from latin and made inference 							-59.82	-59.82	1.56	23.0	7.48149717637		-26.09	-26.09	1.03	23.0	4.93970646901		61.7	61.7	1.64	23.0	7.86516369823		1.11	1.11	0.06	23.0	0.287749891399								19.94	19.94	3.74	23.0	17.9364098972																				66.55	66.55	13.55	23.0	64.9835171409																				195.39	195.39	11.47	23.0	55.0081875724														35.61	35.61	1.71	23.0	8.20087190486								93.16	-93.16	6.05	23.0	29.014780716																																																																																																																																																																																																	
64	Activity-dependent modulation of layer 1 inhibitory neocortical circuits by acetylcholine.	24478372	2014	Williams SR	92110	46586.0	Other	Somatosensory cortex layer 1 cholinergic excitatory classical-accommodating cells	Somatosensory cortex layer 1 cholinergic excitatory classical-accommodating cells	[ABA_REGION:453, HBP_LAYER:0000001, HBP_NEUROTRANSMITTER:0000005, Function:excitatory, HBP_EPHYS:0000050, HBP_EPHYS_TRIGGER:0000001, NeuronTrigger:cells]		True	Rats	Rats, Wistar	Patch-clamp	in vitro	Unreported		35.0	27.276363394			Individual brain-slices were transferred to a recording chamber and perfused with a solution of the following composition (in mm): NaCl 125, NaHCO3 25, KCl 3, NaH2PO4 1.25, CaCl2 2, MgCl2 1, sodium pyruvate 3, and glucose 25, saturated with 95% O2 and 5% CO2 at 34-36Â°C.	5.0	1.0	2.0	154.25	134.0	3.0		Pipettes were filled with a solution containing the following (in mm): potassium gluconate 135, NaCl 7, HEPES 10, Na2-ATP 2, Na-GTP 0.3, sodium phosphocreatine 10, MgCl2 2, and occasionally with AlexaFluor 594 0.01 (Invitrogen); pH was adjusted to 7.2-7.3 with KOH.	5.0	2.0		31.3	11.0	135.0	7.25			123.2	123.2	6.0	31.0	33.406586177		-75.9	-75.9	0.73	31.0	4.06446798487																																																									-15.2				Parsing failed to normalize ephys data																																																																																																																																																																																																																																																
